target,avg_grade,risk_score
Graduate,13.94,1
Graduate,14.64,1
Graduate,11.93,2
Graduate,14.85,1
Dropout,6.0,3
Dropout,14.65,1
Graduate,12.0,2
Graduate,13.47,1
Enrolled,11.9,2
Dropout,0.0,3
Graduate,11.85,2
Dropout,0.0,3
Graduate,13.14,1
Graduate,11.42,2
Graduate,11.85,2
Graduate,13.12,1
Graduate,12.83,2
Dropout,5.67,3
Enrolled,12.6,2
Dropout,13.18,1
Dropout,0.0,3
Graduate,12.13,2
Graduate,13.46,1
Dropout,0.0,3
Graduate,13.65,1
Dropout,12.5,2
Graduate,13.19,1
Graduate,12.92,2
Enrolled,13.45,1
Enrolled,12.33,2
Graduate,13.15,1
Graduate,12.83,2
Graduate,12.64,2
Enrolled,12.86,2
Dropout,13.38,1
Enrolled,11.83,2
Dropout,0.0,3
Dropout,5.5,3
Enrolled,11.42,2
Dropout,12.92,2
Graduate,14.03,1
Dropout,10.83,2
Dropout,0.0,3
Dropout,0.0,3
Dropout,12.0,2
Graduate,13.6,1
Graduate,12.69,2
Dropout,0.0,3
Graduate,14.05,1
Dropout,0.0,3
Dropout,0.0,3
Graduate,13.54,1
Graduate,12.41,2
Graduate,12.4,2
Dropout,10.38,2
Dropout,10.38,2
Graduate,13.5,1
Graduate,13.33,1
Dropout,13.09,1
Dropout,12.68,2
Enrolled,12.86,2
Dropout,12.0,2
Graduate,12.11,2
Graduate,16.7,1
Graduate,12.06,2
Enrolled,12.71,2
Dropout,11.25,2
Graduate,12.41,2
Dropout,0.0,3
Dropout,0.0,3
Enrolled,12.25,2
Dropout,0.0,3
Graduate,15.0,1
Dropout,12.63,2
Enrolled,7.5,3
Dropout,0.0,3
Dropout,13.04,1
Graduate,12.9,2
Dropout,7.0,3
Dropout,15.5,1
Graduate,12.37,2
Enrolled,13.23,1
Enrolled,11.64,2
Dropout,0.0,3
Graduate,13.17,1
Dropout,11.9,2
Dropout,6.0,3
Dropout,10.67,2
Dropout,10.0,2
Dropout,0.0,3
Enrolled,11.42,2
Enrolled,11.54,2
Dropout,5.88,3
Dropout,10.5,2
Graduate,13.4,1
Dropout,0.0,3
Dropout,6.0,3
Dropout,0.0,3
Dropout,11.74,2
Graduate,13.75,1
Dropout,0.0,3
Dropout,11.9,2
Dropout,5.5,3
Dropout,10.65,2
Dropout,5.5,3
Graduate,16.75,1
Graduate,13.39,1
Graduate,14.54,1
Dropout,0.0,3
Dropout,10.5,2
Dropout,11.38,2
Dropout,5.5,3
Graduate,12.42,2
Graduate,11.49,2
Dropout,11.42,2
Dropout,6.0,3
Dropout,0.0,3
Graduate,14.54,1
Graduate,12.58,2
Dropout,12.58,2
Graduate,14.54,1
Graduate,12.02,2
Graduate,12.73,2
Dropout,6.25,3
Dropout,0.0,3
Dropout,0.0,3
Dropout,13.61,1
Graduate,14.2,1
Graduate,13.55,1
Graduate,11.38,2
Graduate,14.43,1
Graduate,14.42,1
Dropout,11.05,2
Graduate,10.73,2
Graduate,15.68,1
Graduate,11.42,2
Enrolled,14.75,1
Enrolled,10.58,2
Graduate,13.17,1
Graduate,13.18,1
Enrolled,12.75,2
Enrolled,13.8,1
Graduate,13.38,1
Dropout,11.25,2
Enrolled,13.54,1
Graduate,13.18,1
Enrolled,5.5,3
Graduate,12.31,2
Graduate,12.6,2
Enrolled,11.93,2
Graduate,13.9,1
Enrolled,11.25,2
Enrolled,13.03,1
Dropout,10.67,2
Dropout,0.0,3
Graduate,11.17,2
Graduate,13.96,1
Enrolled,13.08,1
Graduate,14.31,1
Dropout,0.0,3
Enrolled,11.63,2
Graduate,15.61,1
Graduate,11.2,2
Graduate,12.5,2
Dropout,12.21,2
Graduate,13.5,1
Graduate,12.5,2
Graduate,12.83,2
Enrolled,13.0,1
Graduate,12.91,2
Graduate,11.0,2
Graduate,13.26,1
Graduate,12.45,2
Graduate,12.94,2
Enrolled,11.62,2
Enrolled,5.0,3
Graduate,14.34,1
Dropout,13.07,1
Graduate,0.0,3
Enrolled,11.53,2
Graduate,13.75,1
Graduate,13.68,1
Graduate,13.03,1
Enrolled,10.0,2
Dropout,0.0,3
Enrolled,11.75,2
Dropout,11.5,2
Enrolled,11.75,2
Graduate,14.67,1
Graduate,14.66,1
Enrolled,12.19,2
Dropout,0.0,3
Graduate,11.5,2
Dropout,0.0,3
Dropout,0.0,3
Graduate,14.07,1
Graduate,0.0,3
Dropout,0.0,3
Graduate,12.0,2
Graduate,13.8,1
Dropout,14.42,1
Dropout,0.0,3
Graduate,14.21,1
Graduate,12.7,2
Dropout,11.0,2
Dropout,0.0,3
Graduate,12.7,2
Graduate,12.9,2
Graduate,14.86,1
Graduate,14.93,1
Dropout,0.0,3
Graduate,15.05,1
Graduate,13.38,1
Graduate,13.17,1
Dropout,11.19,2
Graduate,13.01,1
Dropout,11.33,2
Enrolled,0.0,3
Graduate,12.83,2
Graduate,11.7,2
Graduate,12.98,2
Graduate,12.75,2
Graduate,11.1,2
Graduate,12.03,2
Graduate,12.71,2
Graduate,14.47,1
Graduate,13.2,1
Graduate,13.8,1
Graduate,15.0,1
Enrolled,12.8,2
Graduate,12.74,2
Graduate,15.25,1
Graduate,12.33,2
Graduate,13.0,1
Dropout,0.0,3
Graduate,12.58,2
Graduate,12.13,2
Graduate,15.25,1
Graduate,13.0,1
Graduate,12.08,2
Graduate,14.76,1
Dropout,10.5,2
Graduate,12.5,2
Graduate,12.15,2
Graduate,12.0,2
Dropout,5.25,3
Dropout,12.0,2
Graduate,11.64,2
Dropout,13.39,1
Dropout,13.61,1
Dropout,0.0,3
Dropout,0.0,3
Graduate,13.42,1
Graduate,13.52,1
Graduate,13.23,1
Dropout,0.0,3
Graduate,13.06,1
Dropout,7.2,3
Dropout,6.0,3
Dropout,0.0,3
Dropout,0.0,3
Enrolled,10.65,2
Dropout,0.0,3
Graduate,15.83,1
Graduate,14.82,1
Dropout,11.17,2
Dropout,11.63,2
Dropout,0.0,3
Graduate,13.58,1
Graduate,13.95,1
Dropout,5.67,3
Graduate,12.52,2
Graduate,11.93,2
Dropout,12.25,2
Enrolled,5.83,3
Enrolled,11.2,2
Graduate,12.27,2
Dropout,13.07,1
Graduate,13.85,1
Dropout,6.92,3
Graduate,12.5,2
Enrolled,13.08,1
Graduate,13.75,1
Dropout,0.0,3
Dropout,0.0,3
Dropout,0.0,3
Graduate,13.92,1
Enrolled,10.7,2
Graduate,15.48,1
Graduate,11.86,2
Graduate,14.05,1
Graduate,12.94,2
Graduate,12.3,2
Enrolled,12.29,2
Graduate,12.83,2
Dropout,0.0,3
Graduate,12.93,2
Graduate,13.9,1
Graduate,13.82,1
Graduate,13.09,1
Dropout,0.0,3
Graduate,12.17,2
Dropout,11.29,2
Enrolled,12.58,2
Graduate,14.62,1
Dropout,12.0,2
Graduate,13.33,1
Enrolled,13.12,1
Graduate,14.08,1
Dropout,0.0,3
Graduate,14.92,1
Graduate,12.77,2
Graduate,15.62,1
Graduate,12.52,2
Enrolled,11.54,2
Enrolled,13.08,1
Graduate,11.92,2
Dropout,0.0,3
Graduate,12.2,2
Graduate,11.42,2
Graduate,14.33,1
Dropout,10.88,2
Enrolled,13.08,1
Graduate,13.75,1
Graduate,12.84,2
Dropout,0.0,3
Graduate,13.97,1
Dropout,5.5,3
Graduate,14.07,1
Enrolled,13.19,1
Dropout,0.0,3
Enrolled,11.25,2
Enrolled,11.63,2
Graduate,13.43,1
Dropout,0.0,3
Dropout,13.33,1
Graduate,13.0,1
Enrolled,13.29,1
Enrolled,10.41,2
Dropout,12.5,2
Graduate,11.28,2
Dropout,12.93,2
Dropout,6.93,3
Graduate,12.15,2
Graduate,14.13,1
Graduate,15.43,1
Graduate,14.67,1
Graduate,11.6,2
Dropout,0.0,3
Dropout,0.0,3
Enrolled,12.48,2
Graduate,11.67,2
Graduate,13.55,1
Enrolled,11.48,2
Graduate,13.94,1
Graduate,12.12,2
Graduate,12.53,2
Dropout,13.78,1
Graduate,15.11,1
Graduate,11.1,2
Graduate,15.8,1
Graduate,14.69,1
Graduate,12.16,2
Dropout,0.0,3
Graduate,14.92,1
Enrolled,12.58,2
Enrolled,13.67,1
Graduate,14.2,1
Graduate,12.7,2
Graduate,13.33,1
Graduate,12.49,2
Graduate,16.64,1
Graduate,10.48,2
Graduate,14.72,1
Enrolled,12.45,2
Enrolled,11.97,2
Enrolled,12.75,2
Graduate,12.0,2
Graduate,14.59,1
Graduate,12.67,2
Graduate,14.41,1
Graduate,12.08,2
Enrolled,12.23,2
Enrolled,11.9,2
Graduate,11.25,2
Graduate,11.9,2
Graduate,11.86,2
Graduate,12.64,2
Dropout,12.92,2
Graduate,11.33,2
Dropout,0.0,3
Dropout,16.0,1
Graduate,11.33,2
Enrolled,12.28,2
Enrolled,11.29,2
Dropout,0.0,3
Dropout,12.28,2
Enrolled,11.38,2
Enrolled,10.5,2
Graduate,13.42,1
Graduate,15.01,1
Graduate,13.17,1
Graduate,14.07,1
Enrolled,0.0,3
Dropout,11.17,2
Graduate,14.21,1
Enrolled,13.24,1
Dropout,12.75,2
Graduate,12.56,2
Graduate,13.58,1
Graduate,12.07,2
Enrolled,12.2,2
Dropout,11.58,2
Graduate,11.58,2
Dropout,0.0,3
Graduate,13.38,1
Enrolled,12.03,2
Graduate,13.92,1
Graduate,11.13,2
Dropout,0.0,3
Enrolled,12.04,2
Enrolled,5.5,3
Enrolled,14.0,1
Graduate,14.55,1
Graduate,13.25,1
Graduate,12.07,2
Graduate,12.58,2
Enrolled,12.06,2
Graduate,13.23,1
Graduate,14.33,1
Enrolled,12.08,2
Dropout,0.0,3
Dropout,11.8,2
Graduate,14.4,1
Graduate,11.2,2
Enrolled,0.0,3
Enrolled,12.88,2
Graduate,12.42,2
Graduate,11.78,2
Graduate,12.17,2
Dropout,11.75,2
Enrolled,12.08,2
Enrolled,11.93,2
Graduate,12.39,2
Dropout,5.75,3
Graduate,11.96,2
Graduate,13.51,1
Graduate,13.36,1
Enrolled,12.63,2
Graduate,12.74,2
Graduate,11.78,2
Graduate,11.92,2
Enrolled,0.0,3
Graduate,12.89,2
Dropout,11.65,2
Graduate,13.53,1
Graduate,14.08,1
Graduate,14.7,1
Dropout,0.0,3
Graduate,13.3,1
Graduate,13.04,1
Graduate,14.92,1
Graduate,14.0,1
Graduate,12.4,2
Graduate,14.48,1
Dropout,0.0,3
Dropout,0.0,3
Graduate,12.92,2
Enrolled,13.42,1
Graduate,12.42,2
Dropout,6.25,3
Graduate,16.5,1
Graduate,13.25,1
Graduate,12.27,2
Graduate,13.46,1
Graduate,13.04,1
Dropout,11.5,2
Graduate,13.39,1
Enrolled,13.3,1
Dropout,6.0,3
Graduate,14.84,1
Enrolled,11.63,2
Dropout,11.46,2
Graduate,14.99,1
Enrolled,10.88,2
Enrolled,11.13,2
Graduate,13.17,1
Enrolled,13.02,1
Dropout,11.42,2
Graduate,15.4,1
Graduate,14.33,1
Dropout,13.33,1
Dropout,11.25,2
Enrolled,11.04,2
Dropout,12.53,2
Dropout,0.0,3
Dropout,11.58,2
Graduate,11.42,2
Dropout,12.0,2
Graduate,14.25,1
Dropout,11.83,2
Dropout,5.0,3
Graduate,11.8,2
Dropout,6.1,3
Dropout,11.29,2
Dropout,13.2,1
Graduate,12.41,2
Enrolled,12.71,2
Graduate,12.55,2
Dropout,13.5,1
Dropout,0.0,3
Dropout,12.61,2
Graduate,13.14,1
Dropout,11.33,2
Graduate,13.11,1
Graduate,12.8,2
Enrolled,0.0,3
Graduate,11.93,2
Dropout,11.63,2
Enrolled,11.5,2
Graduate,12.83,2
Dropout,14.9,1
Graduate,12.51,2
Enrolled,13.33,1
Enrolled,12.88,2
Enrolled,12.67,2
Dropout,6.5,3
Dropout,11.83,2
Graduate,14.83,1
Dropout,0.0,3
Dropout,5.5,3
Enrolled,5.63,3
Dropout,10.66,2
Dropout,5.5,3
Enrolled,11.36,2
Enrolled,11.38,2
Graduate,13.23,1
Graduate,11.87,2
Dropout,12.17,2
Graduate,11.38,2
Graduate,11.55,2
Graduate,0.0,3
Graduate,13.77,1
Dropout,10.67,2
Graduate,13.74,1
Enrolled,11.31,2
Graduate,11.82,2
Graduate,13.5,1
Dropout,5.67,3
Dropout,10.0,2
Graduate,11.86,2
Dropout,0.0,3
Dropout,11.3,2
Dropout,11.8,2
Dropout,6.88,3
Dropout,10.75,2
Dropout,0.0,3
Dropout,0.0,3
Dropout,0.0,3
Graduate,12.77,2
Graduate,13.53,1
Enrolled,5.0,3
Dropout,14.88,1
Graduate,12.34,2
Dropout,0.0,3
Dropout,12.08,2
Graduate,12.79,2
Graduate,13.0,1
Graduate,15.13,1
Graduate,12.78,2
Enrolled,11.79,2
Enrolled,11.75,2
Dropout,11.98,2
Dropout,5.25,3
Graduate,14.4,1
Graduate,12.82,2
Dropout,12.6,2
Dropout,0.0,3
Dropout,13.58,1
Graduate,11.76,2
Dropout,0.0,3
Dropout,0.0,3
Graduate,12.27,2
Dropout,11.86,2
Graduate,12.58,2
Enrolled,11.58,2
Enrolled,17.0,1
Graduate,13.13,1
Enrolled,12.58,2
Graduate,13.29,1
Graduate,11.58,2
Graduate,14.24,1
Dropout,12.17,2
Enrolled,13.32,1
Dropout,12.52,2
Graduate,13.08,1
Dropout,5.0,3
Dropout,10.5,2
Graduate,13.88,1
Graduate,12.47,2
Graduate,11.85,2
Graduate,12.67,2
Dropout,12.0,2
Graduate,0.0,3
Enrolled,11.57,2
Graduate,15.23,1
Dropout,6.33,3
Dropout,11.42,2
Dropout,11.25,2
Graduate,13.2,1
Graduate,11.97,2
Graduate,13.35,1
Graduate,12.25,2
Dropout,5.25,3
Enrolled,11.13,2
Graduate,0.0,3
Graduate,13.79,1
Graduate,13.35,1
Dropout,0.0,3
Enrolled,11.83,2
Graduate,0.0,3
Graduate,14.05,1
Dropout,0.0,3
Enrolled,11.92,2
Graduate,13.74,1
Dropout,0.0,3
Graduate,12.17,2
Dropout,11.2,2
Graduate,13.34,1
Dropout,12.53,2
Dropout,11.33,2
Enrolled,0.0,3
Graduate,15.0,1
Graduate,14.4,1
Dropout,10.75,2
Dropout,0.0,3
Dropout,12.42,2
Dropout,11.21,2
Dropout,12.21,2
Graduate,14.24,1
Graduate,12.5,2
Enrolled,12.91,2
Enrolled,11.13,2
Graduate,11.5,2
Graduate,14.89,1
Dropout,12.28,2
Graduate,13.0,1
Enrolled,12.13,2
Graduate,12.63,2
Graduate,14.1,1
Dropout,12.04,2
Dropout,7.33,3
Enrolled,12.8,2
Graduate,11.84,2
Dropout,10.75,2
Graduate,14.31,1
Enrolled,11.67,2
Graduate,13.06,1
Dropout,11.53,2
Graduate,14.47,1
Graduate,13.0,1
Dropout,12.92,2
Enrolled,12.6,2
Enrolled,12.3,2
Graduate,11.7,2
Dropout,11.71,2
Graduate,12.63,2
Graduate,13.67,1
Graduate,12.82,2
Graduate,13.13,1
Dropout,11.5,2
Dropout,14.21,1
Graduate,12.9,2
Graduate,12.33,2
